Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning
"FIFA 11 Feb 22, 201191  92 Finishing97  96 Dribbling75  77 Long passing89  94 Reactions75  77 Stamina87  89 Long shots91  90 Vision95  94 Potential",L. Messi RW RF ST CAM,23,90,94,"FC Barcelona
2000 ~ 2016",158023,"169cm / 5'7""",67kg / 148lbs,Left,90,LW,4,"Jan 1, 2000",,€0,€0,€0,423,85,92,69,89,88,438,96,87,82,77,96,458,94,88,96,94,86,368,79,64,77,59,89,336,48,22,90,90,86,,54,13,21,20,54,6,11,15,14,8,2131,446,3,5,,,5,Normal (170-185),91,88,86,95,24,62
"FIFA 11 Feb 22, 201189  90 Finishing81  83 Short passing88  87 FK Accuracy71  72 Long passing91  90 Long shots61  63 Aggression80  81 Vision82  84 Penalties94  93 Potential",Cristiano Ronaldo RW CAM LW ST,25,89,93,"Real Madrid
2009 ~ 2015",20801,"185cm / 6'1""",75kg / 165lbs,Right,90,CF,4,"Jan 1, 2009",,€0,€0,€0,429,84,90,87,83,85,435,93,88,87,72,95,453,93,94,94,88,84,439,93,91,85,80,90,340,63,24,88,81,84,,76,22,31,23,58,7,11,15,14,11,2230,469,4,5,,,5,Normal (170-185),94,90,82,93,32,78
"FIFA 11 Feb 22, 201186  85 FK Accuracy92  91 Potential",David Villa ST CF LW CAM,28,88,91,"FC Barcelona
2010 ~ 2014",113422,"175cm / 5'9""",69kg / 152lbs,Right,88,ST,3,"Sep 2, 2010",,€0,€0,€0,422,79,94,79,83,87,400,86,82,85,60,87,433,88,85,85,93,82,402,91,71,80,72,88,367,71,29,89,86,92,,88,22,28,38,46,8,9,9,11,9,2158,450,5,4,,,4,Normal (170-185),86,92,79,86,33,74
"FIFA 11 Feb 22, 201110  9 Finishing9  12 Heading accuracy88  83 Reactions62  61 Strength51  44 Vision93  91 GK Diving87  86 GK Handling71  69 GK Kicking94  93 GK Reflexes89  88 Overall rating",Casillas GK,29,88,92,"Real Madrid
1999 ~ 2017",5479,"182cm / 6'0""",85kg / 187lbs,Left,88,GK,4,"Jan 1, 1999",,€0,€0,€0,67,13,9,12,21,12,82,12,11,11,22,26,327,69,64,63,83,48,224,26,81,47,61,9,138,23,31,16,44,24,,31,11,11,9,428,91,86,69,89,93,1297,494,2,1,,,4,Normal (170-185),91,86,69,93,66,89
"FIFA 11 Feb 22, 201173  74 Short passing64  67 Ball control85  83 Interceptions44  50 PositioningPosition 2 CDM  N/AInternational reputation 3   4 + Diving header",N. Vidić CB,28,87,90,"Manchester United
2006 ~ 2014",140601,"189cm / 6'2""",84kg / 185lbs,Right,87,CB,3,"Jan 1, 2006",,€0,€0,€0,287,40,41,91,74,41,268,48,43,48,62,67,350,68,69,52,77,84,348,60,92,69,92,35,350,92,83,50,63,62,,269,90,94,85,45,12,5,14,8,6,1917,406,3,2,,,4,Normal (170-185),69,45,60,57,89,86
"FIFA 11 Feb 22, 201180  79 Crossing92  91 Finishing85  83 Heading accuracy81  84 Curve80  75 FK Accuracy90  88 Ball control82  84 Long shots88  87 Overall ratingInternational reputation 4   5 + Giant throw-inand 11 more changes",W. Rooney ST CF LW LF,24,87,91,"Manchester United
2004 ~ 2015",54050,"177cm / 5'10""",79kg / 174lbs,Right,87,ST,4,"Jan 1, 2004",,€0,€0,€0,429,79,91,83,87,89,416,85,84,75,84,88,426,85,85,80,87,89,430,91,79,86,90,84,412,92,55,91,88,86,,148,53,54,41,49,10,11,13,8,7,2310,489,4,3,,,5,Stocky (170-185),85,89,84,86,56,89
"FIFA 11 Feb 22, 201174  71 Finishing96  97 Short passing89  85 Agility94  93 Reactions96  97 Vision81  75 PenaltiesInternational reputation 4   5 Skill moves 3   4 Joined Jan 1, 1991  Jan 1, 1998",Xavi CM CAM CDM,30,87,90,"FC Barcelona
1998 ~ 2014",10535,"170cm / 5'7""",68kg / 150lbs,Right,89,RM,3,"Jan 1, 1998",,€0,€0,€0,388,91,71,59,97,70,444,86,83,87,93,95,405,71,74,85,93,82,359,75,55,83,64,82,397,59,75,91,97,75,,194,59,68,67,46,5,15,12,5,9,2233,464,3,4,,,5,Normal (170-185),73,75,94,89,66,67
"FIFA 11 Feb 22, 201193  92 Acceleration85  88 Reactions88  89 Long shots41  38 InterceptionsInternational reputation 3   4",A. Robben RM LM RW LW,26,87,89,"FC Bayern München
2009 ~ 2013",9014,"181cm / 5'11""",75kg / 165lbs,Left,88,LW,2,"Jan 1, 2009",,€0,€0,€0,393,87,84,53,85,84,426,93,84,85,74,90,441,92,91,91,88,79,366,85,56,71,65,89,335,48,38,85,81,83,,68,19,24,25,49,10,8,11,5,15,2078,441,2,4,,,4,Normal (170-185),91,85,83,91,28,63
"FIFA 11 Feb 22, 201186  85 Crossing72  75 Finishing76  65 FK Accuracy82  79 Sprint speed94  92 Agility90  91 Reactions70  66 Shot power88  89 Positioning77  65 Penalties",Iniesta CAM CM RW LW,26,87,90,"FC Barcelona
1996 ~ 2015",41,"169cm / 5'7""",64kg / 141lbs,Right,89,RM,3,"Jan 1, 1996",,€0,€0,€0,383,85,75,54,95,74,421,91,80,65,90,95,433,85,79,92,91,86,336,66,56,74,61,79,370,58,65,89,93,65,,170,57,57,56,45,6,13,6,13,7,2158,459,4,4,,,4,Normal (170-185),82,74,90,92,58,63
"FIFA 11 Feb 22, 20118  13 Finishing28  35 Short passing7  12 Volleys9  14 Dribbling30  34 Long passing39  29 Ball control83  85 Jumping9  14 Sliding tackle89  90 GK Diving80  81 GK Handlingand 14 more changes",M. Neuer GK,24,86,90,"Schalke 04
1991 ~ 2012",167495,"193cm / 6'4""",90kg / 198lbs,Right,86,GK,4,"Jan 1, 1991",,€0,€0,€0,90,9,13,21,35,12,100,14,13,10,34,29,316,57,58,53,81,67,253,26,85,59,71,12,122,26,22,12,33,29,,45,15,16,14,430,90,81,89,84,86,1356,488,4,1,,,3,Normal (170-185),90,81,89,86,58,84
"FIFA 11 Feb 22, 201193  94 Short passing92  93 Long passing77  73 Sprint speed73  71 Strength91  90 Potential",F. Fabregas CM CAM,23,86,90,"Arsenal
2003 ~ 2015",162895,"175cm / 5'9""",70kg / 154lbs,Right,87,CAM,4,"Jan 1, 2003",,€0,€0,€0,404,83,83,63,94,81,431,85,79,83,93,91,386,74,73,78,88,73,384,79,65,84,71,85,397,71,63,89,93,81,,203,62,73,68,54,6,10,8,15,15,2259,472,3,3,,,4,Normal (170-185),73,83,90,86,66,74
"FIFA 11 Feb 22, 201176  75 StaminaWeak foot 5   4 International reputation 4   5",F. Ribéry LM LW CAM RW,27,86,91,"FC Bayern München
2007 ~ 2015",156616,"170cm / 5'7""",72kg / 159lbs,Right,87,RM,5,"Jan 1, 2007",,€0,€0,€0,392,86,81,53,87,85,430,93,88,85,72,92,435,91,89,91,81,83,348,74,58,75,64,77,356,62,36,84,85,89,,64,13,25,26,47,15,6,9,7,10,2072,438,4,5,,,5,Normal (170-185),90,80,84,91,27,66
"FIFA 11 Feb 22, 201185  82 Strength88  86 Long shots90  89 PotentialPosition 3 RF  RW",C. Tévez CF ST RW LF,26,86,89,"Manchester City
2009 ~ 2014",143001,"172cm / 5'8""",76kg / 168lbs,Right,86,ST,3,"Jan 1, 2009",,€0,€0,€0,408,76,91,70,83,88,392,83,77,82,64,86,432,85,83,81,92,91,418,88,72,90,82,86,402,92,58,90,82,80,,121,49,38,34,53,7,8,15,14,9,2226,470,3,4,,,4,Stocky (170-185),84,89,78,85,48,86
"FIFA 11 Feb 22, 201181  82 Acceleration77  76 Sprint speed84  85 Agility85  87 Reactions76  75 Balance85  86 Shot power54  62 Jumping72  64 Strength75  71 Aggression65  55 Interceptionsand 14 more changes",W. Sneijder CAM CM LM RM,26,86,88,"Inter
2009 ~ 2013",139869,"170cm / 5'7""",67kg / 148lbs,Right,86,RM,2,"Jan 1, 2009",,€0,€0,€0,392,87,70,60,90,85,444,86,86,90,94,88,405,82,76,85,87,75,382,86,62,80,64,90,379,71,55,83,94,76,,122,30,45,47,50,9,5,13,11,12,2174,448,5,5,,,4,Normal (170-185),79,79,91,86,44,69
"FIFA 11 Feb 22, 201137  14 Heading accuracy55  45 Short passing22  11 Volleys50  55 Acceleration52  55 Sprint speed60  66 Agility71  45 Shot power64  54 Stamina63  41 Vision23  9 Markingand 15 more changes",Júlio César GK,30,86,88,"Inter
2005 ~ 2014",48717,"186cm / 6'1""",79kg / 174lbs,Left,86,GK,2,"Jan 1, 2005",,€0,€0,€0,106,18,18,14,45,11,119,21,16,11,40,31,312,55,55,66,70,66,257,45,75,54,66,17,186,70,30,20,41,25,,45,9,20,16,425,87,87,77,86,88,1450,480,3,1,,,3,Normal (170-185),87,87,77,88,55,86
